Replay 7|false|11160
334.3572692871094,487.63824462890625,334.7556457519531|0.8883031010627747,0,-0.45925772190093994|-1.5761971283723142e-08,1,-3.048703689501053e-08|Running
334.935791015625,487.54095458984375,334.389404296875|0.8786607384681702,0,-0.4774467647075653|-1.585912912105414e-08,1.0000001192092896,-2.9186070449327417e-08|Running
335.346435546875,487.47723388671875,334.1184997558594|0.8715551495552063,0,-0.49029746651649475|-1.5972688061083318e-08,1,-2.8393127848858057e-08|Running
335.7545471191406,487.3305358886719,333.8423156738281|0.8645383715629578,0,-0.5025668740272522|-1.5921603591095845e-08,1,-2.7389067014382817e-08|Running
337.0473937988281,487.19000244140625,332.9320373535156|0.8402214050292969,0,-0.5422437191009521|-1.6691858562012385e-08,1.0000001192092896,-2.586449099339916e-08|Running
337.6038818359375,487.0362243652344,332.51849365234375|0.83098304271698,0,-0.5562978386878967|-1.6686712456248642e-08,1.0000001192092896,-2.4926171349193282e-08|Running
338.3262939453125,487.05364990234375,331.8297119140625|0.7993917465209961,0,-0.6008102893829346|-3.2433067786996617e-08,1,-4.31529336708536e-08|Running
338.8287048339844,487.0814208984375,331.3432312011719|0.7735995650291443,0,-0.6336748003959656|-3.644288071313895e-08,1,-4.4490008122011204e-08|Running
339.25933837890625,487.10650634765625,330.9262390136719|0.7504004836082458,0,-0.6609835624694824|-3.750943378122429e-08,1.0000001192092896,-4.2583657489103643e-08|Running
339.69000244140625,487.131591796875,330.50927734375|0.7262349724769592,0,-0.687446653842926|-3.899262068784992e-08,1.0000001192092896,-4.119273100400278e-08|Running
340.0726623535156,487.1014404296875,330.1901550292969|0.7337015271186829,0,-0.6794719099998474|-3.101396117699551e-08,1,-3.3489229167571466e-08|Running
340.48382568359375,486.98614501953125,329.90594482421875|0.749857485294342,0,-0.6615995168685913|-2.9096153042473816e-08,1.0000001192092896,-3.2977606423401085e-08|Running
340.9836730957031,486.7353515625,329.57373046875|0.7681037187576294,0,-0.6403254866600037|-2.723371039792255e-08,1,-3.266825032710585e-08|Freefall
341.3152160644531,486.50006103515625,329.349853515625|0.7775560617446899,0,-0.628813624382019|-2.647764141272546e-08,1,-3.274078252957224e-08|Freefall
341.7296447753906,486.1292724609375,329.0699768066406|0.7869850397109985,0,-0.6169720888137817|-2.634987339433792e-08,1,-3.3610849214937843e-08|Freefall
342.14141845703125,485.67333984375,328.7862243652344|0.7938873171806335,0,-0.6080650687217712|-2.4507176732413427e-08,1,-3.1996471250295144e-08|Freefall
342.55047607421875,485.13226318359375,328.49859619140625|0.7984740138053894,0,-0.6020293831825256|-2.1750603096393206e-08,1.0000001192092896,-2.884791250323815e-08|Freefall
343.0279541015625,484.37054443359375,328.1353454589844|0.7987751960754395,0,-0.6016296148300171|-2.0897179098255947e-08,1,-2.774489082923992e-08|Freefall
343.3998107910156,483.6421203613281,327.80328369140625|0.7870527505874634,0,-0.616885781288147|-3.109742863216525e-08,1.0000001192092896,-3.9675605023603566e-08|Freefall
343.78564453125,482.65557861328125,327.3501892089844|0.7478654384613037,0,-0.6638503670692444|-1.2171483376732795e-07,1,-1.371187323684353e-07|Freefall
344.0979919433594,481.54644775390625,326.8469543457031|0.6883869171142578,0,-0.7253437638282776|-3.152834722186526e-07,1.0000001192092896,-2.9921952204858826e-07|Freefall
344.3311462402344,480.3146667480469,326.3027648925781|0.6158761978149414,0,-0.7878429889678955|-4.957968826602155e-07,1.0000001192092896,-3.875766196870245e-07|Freefall
344.461669921875,479.2218933105469,325.825439453125|0.5483458042144775,0,-0.8362517356872559|-5.973748216092645e-07,1.0000001192092896,-3.917097615158127e-07|Freefall
344.54644775390625,477.9003601074219,325.2340087890625|0.46637269854545593,0,-0.8845883011817932|-6.169127004795882e-07,1.0000001192092896,-3.252487488225597e-07|Freefall
344.5820617675781,476.8075866699219,324.7359924316406|0.4011262059211731,0,-0.9160228371620178|-5.559024884860264e-07,1.0000001192092896,-2.434295822695276e-07|Freefall
344.5932922363281,475.7148132324219,324.23681640625|0.33837905526161194,0,-0.9410099983215332|-4.801856334779586e-07,1.0000001192092896,-1.7267059604364476e-07|Freefall
344.5845947265625,474.6220397949219,323.7374267578125|0.278805673122406,0,-0.960347592830658|-4.151083032866154e-07,1.0000001192092896,-1.205131923143199e-07|Freefall
344.567626953125,473.3005065917969,323.13824462890625|0.21588340401649475,0,-0.97641921043396|-3.187750223787589e-07,1.0000001192092896,-7.048021899436208e-08|Freefall
344.5441589355469,472.2077331542969,322.6391296386719|0.1701665073633194,0,-0.9854153990745544|-2.416665552118502e-07,1.0000001192092896,-4.173220347070128e-08|Freefall
344.5008544921875,470.6540222167969,321.9409484863281|0.11440981179475784,0,-0.9934336543083191|-1.6340426611805015e-07,1,-1.8818621327909568e-08|Freefall
344.4536437988281,469.1003112792969,321.2428894042969|0.0695488229393959,0,-0.997578501701355|-1.0624553681282123e-07,1,-7.4071886402293785e-09|Freefall
344.4152526855469,468.0075378417969,320.7445373535156|0.043365709483623505,0,-0.9990593194961548|-7.517664357692411e-08,1.0000001192092896,-3.2631581881048533e-09|Freefall
344.3658752441406,466.6860046386719,320.146728515625|0.017028938978910446,0,-0.9998550415039062|-5.568743688399991e-08,1.0000001192092896,-9.484354412947482e-10|Freefall
344.332763671875,465.818603515625,319.748291015625|0.002563468413427472,0,-0.9999967813491821|-5.337635045066236e-08,1.0000001192092896,-1.3682902033629318e-10|Freefall
344.2839050292969,465.685791015625,319.1616516113281|-0.0153809180483222,0,-0.9998817443847656|-2.1499060309793094e-08,1.0000001192092896,3.3071437255394187e-10|Landed
344.2405090332031,465.6854248046875,318.50091552734375|-0.02838117443025112,0,-0.9995971918106079|-2.3187263664681268e-08,1,6.58346932524978e-10|Landed
344.20452880859375,466.9631652832031,317.936279296875|-0.03823856636881828,0,-0.999268651008606|-4.46520971308928e-08,1,1.7086818626665945e-09|Running
344.19903564453125,467.784423828125,317.44488525390625|-0.03451588377356529,0,-0.9994041919708252|-4.129554298515359e-08,1.0000001192092896,1.4262019343291854e-09|Running
344.1939392089844,468.85772705078125,316.9532165527344|-0.027710314840078354,0,-0.9996160268783569|-4.634622641219721e-08,1,1.2847618524602922e-09|Running
344.2213439941406,469.7101745605469,316.4569091796875|-0.012115329504013062,0,-0.9999266862869263|-4.4227732587387436e-08,1.0000001192092896,5.358728460969076e-10|Running
344.2558288574219,470.9879150390625,315.8611145019531|0.009368771687150002,0,-0.9999561309814453|-1.1133622024317447e-07,1,-1.0431293606671943e-09|Running
344.30712890625,471.81072998046875,315.3642578125|0.026733634993433952,0,-0.9996426105499268|-7.128833345859675e-08,1,-1.906477642421578e-09|Running
344.3714904785156,472.6431884765625,314.76824951171875|0.04528861120343208,0,-0.9989739656448364|-4.9767457710458984e-08,1.0000001192092896,-2.2562141044346617e-09|Running
344.4356384277344,473.3574523925781,314.1722106933594|0.06030340865254402,0,-0.9981801509857178|-4.406612674756616e-08,1.0000001192092896,-2.66218247446659e-09|Freefall
344.485595703125,473.8964538574219,313.6752014160156|0.06930586695671082,0,-0.9975955486297607|-4.563872835205984e-08,1.0000001192092896,-3.170655293871505e-09|Freefall
344.5547180175781,474.5545349121094,312.97906494140625|0.07803364098072052,0,-0.9969507455825806|-3.5501621198363864e-08,1,-2.7787940837242786e-09|Freefall
344.5982971191406,475.02484130859375,312.4812927246094|0.08114608377218246,0,-0.9967021942138672|-3.596003139705317e-08,1,-2.9276705504344136e-09|Freefall
344.64892578125,475.57830810546875,311.8837890625|0.08276261389255524,0,-0.9965693354606628|-3.823593175411588e-08,1.0000001192092896,-3.175399276855728e-09|Freefall
344.69232177734375,475.94586181640625,311.3857421875|0.08355817198753357,0,-0.9965029358863831|-4.0478294494050715e-08,1,-3.3941618404753626e-09|Freefall
344.740966796875,476.2745056152344,310.7877197265625|0.08325257897377014,0,-0.9965285062789917|-4.3432184071434676e-08,1,-3.6284373283734794e-09|Freefall
344.7816467285156,476.4547119140625,310.28936767578125|0.08288636803627014,0,-0.9965590238571167|-4.594702929239247e-08,1,-3.8215324238422e-09|Freefall
344.8202209472656,476.5497741699219,309.7908630371094|0.08203016221523285,0,-0.9966298937797546|-4.862826941121057e-08,1.0000001192092896,-4.002473463771139e-09|Freefall
344.8585205078125,476.5596618652344,309.2923583984375|0.0810854583978653,0,-0.9967072010040283|-5.153405524538357e-08,1.0000001192092896,-4.1924677063320814e-09|Freefall
344.8965759277344,476.4844055175781,308.79388427734375|0.08023161441087723,0,-0.996776282787323|-5.461541618956289e-08,1,-4.396054631428115e-09|Freefall
344.9345703125,476.323974609375,308.2953796386719|0.07949899137020111,0,-0.9968349933624268|-5.7828408728255454e-08,1.0000001192092896,-4.61189664235917e-09|Freefall
344.9649658203125,476.13433837890625,307.8965759277344|0.07900895178318024,0,-0.9968739151954651|-3.9321285782989435e-08,1,-3.1164759661805874e-09|Freefall
344.995361328125,475.89019775390625,307.4977722167969|0.07858197391033173,0,-0.9969077706336975|-2.0834461267327242e-08,1.0000001192092896,-1.6422915249947323e-09|Freefall
345.03125,475.50836181640625,306.9991149902344|0.07754594832658768,0,-0.996988832950592|2.1573081099290903e-09,1.0000001192092896,1.6779576339498448e-10|Freefall
345.0668029785156,475.0413818359375,306.5004577636719|0.07644679397344589,0,-0.997073769569397|2.4942160337104724e-08,1.0000001192092896,1.9123440608836972e-09|Freefall
345.1023864746094,474.4892578125,306.0018310546875|0.07553192228078842,0,-0.9971434473991394|3.710588458716302e-08,1.0000001192092896,2.8107076666117337e-09|Freefall
345.1308288574219,473.9862365722656,305.6029052734375|0.07489009201526642,0,-0.9971917867660522|3.418661620457897e-08,1.0000001192092896,2.567448920132165e-09|Freefall
345.1592712402344,473.4287109375,305.2039794921875|0.07437191158533096,0,-0.9972306489944458|3.117400382279811e-08,1.0000001192092896,2.3249087099941335e-09|Freefall
345.1877136230469,472.81671142578125,304.8050537109375|0.07394475489854813,0,-0.9972623586654663|2.8094316206761505e-08,1,2.0831303348956e-09|Freefall
345.2161560058594,472.1501770019531,304.4061279296875|0.07354792952537537,0,-0.9972916841506958|2.496906681415112e-08,1,1.841410246505859e-09|Freefall
345.251708984375,471.2403869628906,303.907470703125|0.07312075048685074,0,-0.9973231554031372|2.101300644596904e-08,1.0000001192092896,1.5406107500837152e-09|Freefall
345.2801513671875,470.4512634277344,303.508544921875|0.07284533977508545,0,-0.9973433017730713|1.7817937347786028e-08,1.0000001192092896,1.3014110900044784e-09|Freefall
345.3157043457031,469.38818359375,303.0098876953125|0.07256992161273956,0,-0.9973633885383606|1.3798957532173972e-08,1.0000001192092896,1.0040365205910007e-09|Freefall
345.3534240722656,468.29541015625,302.5113525390625|0.07290605455636978,0,-0.9973388910293579|9.741416562292216e-09,1.0000001192092896,7.121032652435133e-10|Freefall
345.39141845703125,467.20263671875,302.0128479003906|0.07342428714036942,0,-0.9973008036613464|5.636883848580965e-09,1,4.1500436420705e-10|Freefall
345.4234924316406,466.3352355957031,301.6141357421875|0.07424824684858322,0,-0.9972397685050964|2.271756782690204e-09,1.0000001192092896,1.6914082634489347e-10|Freefall
345.470458984375,465.0602722167969,301.0250244140625|0.08017022162675858,0.0043030078522861,-0.9967719316482544|-0.0064936610870063305,0.9999718070030212,0.0037945376243442297|Freefall
345.5096740722656,464.2466125488281,300.5673522949219|0.09835760295391083,0.011810236610472202,-0.9950810670852661|-0.020967023447155952,0.9997323155403137,0.00979298073798418|Landed
345.4753112792969,465.31219482421875,300.8304138183594|0.2822906970977783,-0.010681269690394402,-0.9592695832252502|-0.013297867961227894,0.9997984766960144,-0.015045803040266037|Landed
345.5250549316406,466.3096008300781,300.3717346191406|0.29587045311927795,-0.006134085822850466,-0.955208420753479|-0.0023226491175591946,0.9999718070030212,-0.0071409717202186584|Running
345.557861328125,467.19549560546875,300.05584716796875|0.27697744965553284,0.0007324216421693563,-0.9608761072158813|0.0024408421013504267,0.9999959468841553,0.0014658255968242884|Running
345.5907287597656,468.0813293457031,299.7399597167969|0.2580574154853821,0.007843040861189365,-0.9660978317260742|0.0073063187301158905,0.9999226927757263,0.010069253854453564|Running
345.6236267089844,468.9672546386719,299.424072265625|0.23916707932949066,0.015228324569761753,-0.9708590507507324|0.012265341356396675,0.9997498989105225,0.018703006207942963|Running
345.661865234375,469.77496337890625,298.9829406738281|0.21487219631671906,0.007415699772536755,-0.9766141176223755|0.005625688470900059,0.9999452829360962,0.008830609731376171|Running
345.7028503417969,470.88232421875,298.5879821777344|0.190460205078125,-0.0032958984375,-0.981689453125|-0.0028052711859345436,0.9999885559082031,-0.0039015936199575663|Running
345.7480163574219,471.7984924316406,298.1615295410156|0.1719353199005127,-0.0031127799302339554,-0.9851033091545105|-0.0024846219457685947,0.9999904632568359,-0.0035934753250330687|Running
345.7908020019531,472.59356689453125,297.72906494140625|0.15750128030776978,-0.0006408693734556437,-0.9875186681747437|-0.0004914881428703666,0.9999998211860657,-0.0007273576338775456|Running
345.81597900390625,473.02081298828125,297.4770202636719|0.15023839473724365,-0.00009155295265372843,-0.988649845123291|-0.0000624919994152151,1.0000001192092896,-0.00010210051550529897|Running
345.8584899902344,473.6395568847656,297.044677734375|0.13989165425300598,0.00006103475607233122,-0.9901668429374695|0.000057912413467420265,1,0.00006982280319789425|Running
345.8922424316406,474.0956115722656,296.70391845703125|0.13281136751174927,0.00003051731619052589,-0.9911413788795471|0.00002732938082772307,1.0000001192092896,0.000034452168620191514|Freefall
345.926025390625,474.5142517089844,296.3631896972656|0.12676861882209778,0,-0.9919323325157166|0.000007033670499367872,1,8.989007369564206e-07|Freefall
345.95123291015625,474.8174133300781,296.1113586425781|0.12283272296190262,0,-0.992427408695221|5.385376766753325e-07,1,6.665479901357685e-08|Freefall
345.99371337890625,475.2904357910156,295.6792297363281|0.11712809652090073,0,-0.9931168556213379|-9.60447323450353e-07,1.0000001192092896,-1.1327505688996098e-07|Freefall
346.0274963378906,475.67303466796875,295.3385009765625|0.11325136572122574,0,-0.9935663342475891|-4.0182413840739173e-07,1,-4.580180856805782e-08|Freefall
346.0715637207031,476.07464599609375,294.859375|0.10910166800022125,0,-0.9940306544303894|-3.084875288550393e-08,1.0000001192092896,-3.385861813143265e-09|Freefall
346.10736083984375,476.3346252441406,294.4612731933594|0.10629390180110931,0,-0.9943347573280334|3.978469820253849e-08,1,4.252964647122326e-09|Freefall
346.14312744140625,476.54010009765625,294.0628356933594|0.10391112416982651,0,-0.9945866465568542|6.58200178804691e-08,1.0000001192092896,6.876657909771211e-09|Freefall
346.1875915527344,476.7203063964844,293.5648193359375|0.10131952911615372,0,-0.9948540329933167|7.072802787888577e-08,1.0000001192092896,7.203197593952382e-09|Freefall
346.2231140136719,476.80316162109375,293.1663818359375|0.0995490550994873,0,-0.9950327277183533|7.365230203504325e-08,1.0000001192092896,7.368619048264691e-09|Freefall
346.26751708984375,476.830078125,292.6683654785156|0.09765736758708954,0,-0.9952201247215271|6.961025889040684e-08,1,6.83060408235292e-09|Freefall
346.3030700683594,476.7903137207031,292.2699279785156|0.09640612453222275,0,-0.9953420758247375|4.4108933394682026e-08,1,4.2722709814313475e-09|Freefall
346.3560485839844,476.62847900390625,291.6722717285156|0.09472557157278061,0,-0.9955034852027893|5.425399685066168e-09,1.0000001192092896,5.162453797780131e-10|Freefall
346.3913269042969,476.45245361328125,291.2738342285156|0.09381244331598282,0,-0.9955899119377136|-2.058315828890045e-08,1,-1.9395096639840403e-09|Freefall
346.4266052246094,476.221923828125,290.87542724609375|0.09301739186048508,0,-0.9956644773483276|-4.670079434276886e-08,1.0000001192092896,-4.362901595555968e-09|Freefall
346.4618835449219,475.9369201660156,290.47698974609375|0.09234613925218582,0,-0.9957269430160522|-7.288975467645287e-08,1,-6.759973025793897e-09|Freefall
346.4970397949219,475.5973815917969,290.07855224609375|0.0917353704571724,0,-0.9957834482192993|-9.912906051567916e-08,1,-9.132147482660002e-09|Freefall
346.53826904296875,475.0963439941406,289.5802307128906|0.09030185639858246,0,-0.9959144592285156|-9.459792238430964e-08,1,-8.577411669818957e-09|Freefall
346.57098388671875,474.63421630859375,289.18157958984375|0.0890800803899765,0,-0.9960245490074158|-7.138996949151988e-08,1.0000001192092896,-6.384806905401774e-09|Freefall
346.61187744140625,473.9798889160156,288.6832275390625|0.0878002941608429,0,-0.9961381554603577|-4.285452703811643e-08,1.0000001192092896,-3.777226975643089e-09|Freefall
346.64324951171875,473.3951110839844,288.2844543457031|0.08657826483249664,0,-0.9962451457977295|-2.0378871923298902e-08,1.0000001192092896,-1.7710172217633158e-09|Freefall
346.68218994140625,472.5875244140625,287.78594970703125|0.0850834771990776,0,-0.9963738918304443|7.160401160888341e-09,1.0000001192092896,6.114490025410646e-10|Freefall
346.7187805175781,471.69476318359375,287.2873229980469|0.08316165953874588,0,-0.9965360760688782|3.397102332769464e-08,1,2.8349065317456734e-09|Freefall
346.7461242675781,470.91925048828125,286.8882751464844|0.08123704046010971,0,-0.9966948628425598|5.456617557797472e-08,1.0000001192092896,4.447494372783467e-09|Freefall
346.7777099609375,469.8731994628906,286.38934326171875|0.07824596017599106,0,-0.9969341158866882|7.861483908300215e-08,1.0000001192092896,6.170210564704348e-09|Freefall
346.80670166015625,468.7804260253906,285.8902587890625|0.07485975325107574,0,-0.9971941709518433|8.057956790707976e-08,1.0000001192092896,6.049139411601345e-09|Freefall
346.83056640625,467.6876525878906,285.390869140625|0.0704641118645668,0,-0.9975143074989319|4.9710056515550605e-08,1,3.5115035323940447e-09|Freefall
346.84954833984375,466.6275634765625,284.89129638671875|0.0650930181145668,0,-0.9978793263435364|1.3254232378301367e-08,1.0000001192092896,8.645915094973589e-10|Landed
346.85723876953125,466.7369384765625,284.5417785644531|0.05764684081077576,0,-0.9983370304107666|-2.5906503609007814e-08,1.0000001192092896,-1.495915724625263e-09|Landed
346.85540771484375,467.0149841308594,284.11456298828125|0.04766809195280075,0,-0.9988632202148438|-5.603657271535667e-08,1,-2.674196419860664e-09|Running
346.8361511230469,467.2362060546875,283.6783447265625|0.029785575345158577,0,-0.999556303024292|-4.8683183706543787e-08,1.0000001192092896,-1.450700337635169e-09|Running
346.7950744628906,467.2530822753906,283.3238525390625|0.006652888376265764,0,-0.9999779462814331|-3.849152108159615e-08,1.0000001192092896,-2.560854306388194e-10|Running
346.72454833984375,467.2532043457031,282.9705505371094|-0.02615339867770672,0,-0.9996579885482788|-5.989920737192733e-08,1.0000001192092896,1.5671037800757404e-09|Running
346.6358337402344,468.53094482421875,282.5467224121094|-0.06790237873792648,0,-0.9976919889450073|-3.498489604680799e-07,1,2.3810532212564794e-08|Running
346.5411682128906,469.3533630371094,282.1627197265625|-0.1075739786028862,0,-0.9941971302032471|-3.064767213345476e-07,1.0000001192092896,3.3161352774868647e-08|Running
346.4224853515625,470.631103515625,281.6944274902344|-0.15646561980247498,0,-0.9876834750175476|-4.494000904742279e-07,1.0000001192092896,7.119250966525215e-08|Running
346.3274841308594,471.3096008300781,281.3630676269531|-0.18304648995399475,0,-0.9831042885780334|-3.553333272066084e-07,1,6.616034653461611e-08|Running
346.18017578125,472.0066833496094,280.916015625|-0.21032725274562836,0,-0.9776310920715332|-1.4208499976575695e-07,1.0000001192092896,3.05681204793018e-08|Running
346.0400085449219,472.6358642578125,280.4773864746094|-0.2329089343547821,0,-0.9724985361099243|-5.5411526034276903e-08,1.0000001192092896,1.3270805787612971e-08|Running
345.9054260253906,473.2183532714844,280.04412841796875|-0.2509494423866272,0,-0.9680002331733704|-4.242859219516504e-08,1.0000001192092896,1.099941027149498e-08|Freefall
345.77825927734375,473.7562255859375,279.614501953125|-0.26346081495285034,0,-0.9646700620651245|-4.491454319577315e-08,1,1.226660106823374e-08|Freefall
345.6588134765625,474.2586975097656,279.18695068359375|-0.2698404788970947,0,-0.9629051089286804|-4.747406734395554e-08,1.0000001192092896,1.3303933066310947e-08|Freefall
345.5477600097656,474.7384948730469,278.75982666015625|-0.2696186304092407,0,-0.9629672765731812|-5.316537965427415e-08,1.0000001192092896,1.488563228235762e-08|Freefall
345.4443664550781,475.2090148925781,278.33245849609375|-0.2632465362548828,0,-0.9647287130355835|-5.047537143809677e-08,1.0000001192092896,1.3773267859562566e-08|Freefall
345.3262634277344,475.7624816894531,277.81195068359375|-0.250698447227478,0,-0.9680652022361755|-4.4946627753006396e-08,1.0000001192092896,1.1639762931281439e-08|Freefall
345.182373046875,476.1933288574219,277.23480224609375|-0.24740824103355408,0,-0.968911349773407|-3.820845506652404e-08,1,9.756400132232557e-09|Freefall
345.00616455078125,476.50152587890625,276.6614685058594|-0.2556753158569336,0,-0.9667627811431885|-3.654414726383948e-08,1.0000001192092896,9.66466284779699e-09|Freefall
344.8026428222656,476.6871337890625,276.0972900390625|-0.2719711363315582,0,-0.9623054265975952|-3.8705071148115167e-08,1,1.0939003480814335e-08|Freefall
344.53399658203125,476.7486572265625,275.451171875|-0.2982819676399231,0,-0.9544779062271118|-4.924769214653679e-08,1.0000001192092896,1.539029703678807e-08|Freefall
344.31549072265625,476.6904296875,275.0018615722656|-0.322601854801178,0,-0.9465348124504089|-5.2825669172307244e-08,1.0000001192092896,1.800425941667072e-08|Freefall
344.1203308105469,476.5825500488281,274.6530456542969|-0.34573647379875183,0,-0.938331663608551|-6.619441705879581e-08,1,2.438991053566042e-08|Freefall
343.8561706542969,476.37103271484375,274.2289123535156|-0.3775072693824768,0,-0.9260066747665405|-8.891359470908355e-08,1.0000001192092896,3.624760935849736e-08|Freefall
343.5751647949219,476.0743713378906,273.81573486328125|-0.4102174937725067,0,-0.9119877219200134|-1.0312160014791516e-07,1,4.638470940676598e-08|Freefall
343.3442077636719,475.7757263183594,273.4894104003906|-0.43459632992744446,0,-0.9006254076957703|-1.0150328932923003e-07,1.0000001192092896,4.898035754763441e-08|Freefall
343.0434265136719,475.3257751464844,273.09033203125|-0.4643308222293854,0,-0.8856618404388428|-9.325381711278169e-08,1,4.8890694159808845e-08|Freefall
342.73150634765625,474.7906799316406,272.6998596191406|-0.4930103123188019,0,-0.8700235486030579|-8.764359193946802e-08,1.0000001192092896,4.966439703935066e-08|Freefall
342.3498840332031,474.0361328125,272.23724365234375|-0.5240497589111328,0,-0.8516877293586731|-7.501107290863729e-08,1,4.615486659531598e-08|Freefall
341.9690856933594,473.15899658203125,271.7738037109375|-0.5485298037528992,0,-0.8361310958862305|-5.217392029521761e-08,1.0000001192092896,3.4227827683253054e-08|Freefall
341.66387939453125,472.3343505859375,271.37799072265625|-0.5609102249145508,0,-0.827876627445221|-4.0905657527900985e-08,1,2.7714758488173175e-08|Freefall
341.3703308105469,471.424560546875,270.9732666015625|-0.5665871500968933,0,-0.8240019083023071|-3.692013805789429e-08,1.0000001192092896,2.5386439617136602e-08|Freefall
341.0827941894531,470.42962646484375,270.56427001953125|-0.5686290264129639,0,-0.8225940465927124|-2.1237053005052076e-08,1.0000001192092896,1.4680393789490154e-08|Freefall
340.79693603515625,469.3495178222656,270.154052734375|-0.5693321824073792,0,-0.8221076726913452|-5.885112841497175e-09,1.0000001192092896,4.0756025221355685e-09|Freefall
340.5093688964844,468.2567443847656,269.74505615234375|-0.5702505111694336,0,-0.8214707970619202|9.322429050939718e-09,1,-6.471465585633496e-09|Freefall
340.2159729003906,467.1639709472656,269.3402099609375|-0.572786271572113,0,-0.8197047710418701|2.3701959506183812e-08,1,-1.6562252014296064e-08|Landed
339.9747619628906,466.29656982421875,269.0212097167969|-0.5765693783760071,0,-0.817048192024231|3.2743734834639326e-08,1,-2.3106391466853893e-08|Landed
339.6058044433594,466.16375732421875,268.5511779785156|-0.5846222639083862,0,-0.8113056421279907|3.459421549223407e-08,1,-2.492839712431305e-08|Landed
339.2928161621094,466.0270080566406,268.16552734375|-0.592355489730835,0,-0.8056767582893372|1.9643906057353888e-08,1,-1.4442735007946794e-08|Running
339.0030517578125,466.0729064941406,267.8157043457031|-0.6002392172813416,0,-0.7998205423355103|-6.0171627680460915e-09,1,4.515684270955944e-09|Running
338.7156066894531,466.0841064453125,267.47198486328125|-0.6074932217597961,0,-0.7943249940872192|-2.407118238068051e-08,1.0000001192092896,1.840944285902424e-08|Running
338.4865417480469,466.30914306640625,267.1983337402344|-0.6124606132507324,0,-0.7905011773109436|-3.068987552978797e-08,1.0000001192092896,2.3777751323450502e-08|Running
338.259765625,466.6054382324219,266.92742919921875|-0.6166645288467407,0,-0.7872260808944702|-2.7251166656583337e-08,1,2.1346888701145872e-08|Running
337.9201965332031,467.8831787109375,266.52166748046875|-0.6227168440818787,0,-0.7824472784996033|-3.105909840428467e-08,1,2.4718627145148275e-08|Running
337.6173400878906,468.71929931640625,266.1535339355469|-0.6251267194747925,0,-0.7805233597755432|-3.9710290167249696e-08,1.0000001192092896,3.180425522941732e-08|Running
337.31109619140625,469.7926025390625,265.7804870605469|-0.6268364191055298,0,-0.7791509628295898|-4.941953690718037e-08,1.0000001192092896,3.975861773142242e-08|Running
337.0052795410156,470.6438293457031,265.3880310058594|-0.6253982186317444,0,-0.780305802822113|-3.38474528405186e-08,1,2.712800117876668e-08|Running
336.7060546875,471.33966064453125,264.9880676269531|-0.6213061809539795,0,-0.7835678458213806|-2.08272954438371e-08,1.0000001192092896,1.651436676297635e-08|Running
336.36004638671875,472.0738220214844,264.5003662109375|-0.612083911895752,0,-0.7907927632331848|-1.934943227865915e-08,1,1.4976713202941028e-08|Running
336.0764465332031,472.6400146484375,264.0941162109375|-0.6016150116920471,0,-0.7987862825393677|-2.4653800778651203e-08,1.0000001192092896,1.8568291793030767e-08|Running
335.79644775390625,473.16436767578125,263.6902770996094|-0.5873131155967712,0,-0.8093598484992981|-3.1399508770846296e-08,1.0000001192092896,2.278509647624105e-08|Running
335.51873779296875,473.658935546875,263.2912902832031|-0.5649048686027527,0,-0.825156033039093|-4.3702783614207874e-08,1,2.991908587546277e-08|Freefall
335.24285888671875,474.1351623535156,262.8961486816406|-0.53216153383255,0,-0.846642792224884|-7.639603438747145e-08,1.0000001192092896,4.801910691298872e-08|Freefall
334.9684143066406,474.6049499511719,262.5036315917969|-0.48953521251678467,0,-0.8719836473464966|-1.2825267958760378e-07,1,7.20015833621801e-08|Freefall
334.6950988769531,475.0746765136719,262.11297607421875|-0.43908974528312683,0,-0.8984432816505432|-1.7912987004820025e-07,1.0000001192092896,8.75448549209068e-08|Freefall
334.4772644042969,475.4592590332031,261.6944885253906|-0.3861078917980194,0,-0.9224536418914795|-2.042964695192495e-07,1,8.551158714453777e-08|Freefall
334.2901916503906,475.808349609375,261.1575927734375|-0.32730239629745483,0,-0.9449197053909302|-1.8472319140983018e-07,1.0000001192092896,6.398463625600925e-08|Freefall
334.174560546875,476.0606384277344,260.48455810546875|-0.26974767446517944,0,-0.9629311561584473|-1.3292462597291888e-07,1.0000001192092896,3.7236418393149506e-08|Freefall
334.1132507324219,476.1298828125,260.0899658203125|-0.25146520137786865,0,-0.9678663611412048|-9.253296440192571e-08,1,2.4041355572990142e-08|Freefall
333.9833068847656,476.13153076171875,259.50433349609375|-0.24221965670585632,0,-0.9702214598655701|-3.5710666423938164e-08,1,8.915310267809673e-09|Freefall
333.8770751953125,476.06451416015625,259.1188049316406|-0.2442011684179306,0,-0.9697245955467224|-7.317811689944165e-09,1,1.8428100156953064e-09|Freefall
333.68365478515625,475.8617858886719,258.55108642578125|-0.25902995467185974,0,-0.9658692479133606|-1.731628396228757e-09,1,4.643937456805247e-10|Freefall
333.5369567871094,475.65850830078125,258.1791687011719|-0.27346736192703247,0,-0.9618812799453735|-2.632144102676648e-08,1,7.483309083511358e-09|Freefall
333.3744812011719,475.4007568359375,257.8138427734375|-0.2912624180316925,0,-0.9566431641578674|-3.921798352735095e-08,1.0000001192092896,1.1940422872669387e-08|Freefall
