Replay 7|false|11160
-476.1038513183594,676.9998168945312,-398.1387023925781|-0.37033283710479736,0,-0.9288991093635559|-3.4212604305139394e-08,1.0000001192092896,1.363985635549625e-08|Running
-476.23870849609375,676.9998168945312,-398.62017822265625|-0.3527851104736328,0,-0.9357044696807861|-3.263233239181318e-08,1.0000001192092896,1.2303244645295308e-08|Running
-476.3759460449219,676.9998168945312,-399.1009826660156|-0.33892369270324707,0,-0.9408138394355774|-3.1142487699753474e-08,1,1.1218932449708063e-08|Running
-476.5130920410156,676.9998168945312,-399.5818176269531|-0.32760316133499146,0,-0.944815456867218|-2.601473703123247e-08,1.0000001192092896,9.020290292482969e-09|Running
-476.6227722167969,676.9998168945312,-399.96649169921875|-0.3200337588787079,0,-0.9474061131477356|-2.6615262882501156e-08,1.0000001192092896,8.990634903227601e-09|Running
-476.76177978515625,676.9998168945312,-400.4468078613281|-0.3125632703304291,0,-0.9498969316482544|-2.640863350222844e-08,1,8.689752029056308e-09|Running
-476.9009704589844,676.9998168945312,-400.9270324707031|-0.3065524697303772,0,-0.9518538117408752|-2.3696438589126956e-08,1.0000001192092896,7.631635767779699e-09|Running
-477.0123291015625,676.9998168945312,-401.31121826171875|-0.30255362391471863,0,-0.9531323909759521|-1.9816525309579447e-08,1,6.290376663997677e-09|Running
-477.1516418457031,676.9998168945312,-401.7914123535156|-0.2983740568161011,0,-0.9544491171836853|-1.95351752552142e-08,1.0000001192092896,6.106967376240391e-09|Running
-477.2909851074219,676.9998168945312,-402.2716369628906|-0.2948620617389679,0,-0.955539882183075|-2.281610989030014e-08,1.0000001192092896,7.0406325214378285e-09|Running
-477.4303283691406,676.9998168945312,-402.7518310546875|-0.2919921576976776,0,-0.9564207792282104|-2.8507750826634037e-08,1.0000001192092896,8.703323395309326e-09|Running
-477.5696716308594,676.9998168945312,-403.2320556640625|-0.28960928320884705,0,-0.9571449756622314|-2.258816600431146e-08,1,6.834641297359667e-09|Running
-477.708984375,676.9998168945312,-403.7122497558594|-0.2876586616039276,0,-0.9577330350875854|-9.09364850087968e-09,1,2.7313109551840853e-09|Running
-477.84832763671875,676.9998168945312,-404.19244384765625|-0.2860681712627411,0,-0.9582093358039856|3.5229015260540564e-09,1.0000001192092896,-1.0517430260037486e-09|Running
-477.95977783203125,676.9998168945312,-404.57659912109375|-0.2850036323070526,0,-0.9585264921188354|1.3176143731641332e-08,1.0000001192092896,-3.917730584390711e-09|Running
-478.0990905761719,676.9998168945312,-405.05682373046875|-0.2838742733001709,0,-0.9588615298271179|2.4865444814281545e-08,1,-7.361501186409214e-09|Running
-478.2384338378906,676.9998168945312,-405.5370178222656|-0.28292956948280334,0,-0.9591407179832458|2.265703535897501e-08,1,-6.683425368692042e-09|Running
-478.3773498535156,677.0078125,-406.01611328125|-0.2821613550186157,0,-0.9593669176101685|1.1254802423366073e-08,1,-3.3101728025286548e-09|Running
-478.5152282714844,677.0421142578125,-406.4914245605469|-0.28152191638946533,0,-0.9595548510551453|-2.1358481649969008e-10,1.0000001192092896,6.26632287725748e-11|Running
-478.65093994140625,677.1149291992188,-406.9593200683594|-0.2810029685497284,0,-0.9597069621086121|-1.172144870054126e-08,1.0000001192092896,3.4320495334583256e-09|Running
-478.75689697265625,677.2066650390625,-407.3248291015625|-0.28064098954200745,0,-0.9598129391670227|-2.0943561551689527e-08,1.0000001192092896,6.123716200789886e-09|Running
-478.85931396484375,677.3295288085938,-407.6780700683594|-0.28033512830734253,0,-0.9599021673202515|-2.58226044991261e-08,1.0000001192092896,7.541376412234513e-09|Running
-478.9862365722656,677.5073852539062,-408.1156921386719|-0.280029296875,0,-0.959991455078125|-1.564421125976878e-08,1,4.56341275878458e-09|Running
-479.0889892578125,677.6610107421875,-408.47003173828125|-0.27981600165367126,0,-0.9600536227226257|-7.53462980895847e-09,1,2.1960335772064354e-09|Running
-479.1920471191406,677.8157958984375,-408.8303527832031|-0.27926868200302124,0,-0.9602130651473999|5.260102353688012e-10,1.0000001192092896,-1.5298498579063846e-10|Running
-479.3225402832031,677.998291015625,-409.2876892089844|-0.2784433662891388,0,-0.960452675819397|1.0425787344559012e-08,1,-3.0225242309001032e-09|Running
-479.452880859375,678.163330078125,-409.751220703125|-0.2771909832954407,0,-0.9608148336410522|2.0007988155157364e-08,1,-5.7722191471043516e-09|Running
-479.58197021484375,678.30810546875,-410.2201232910156|-0.27529746294021606,0,-0.9613591432571411|2.8878073266014326e-08,1.0000001192092896,-8.269604556687682e-09|Running
-479.70941162109375,678.437255859375,-410.6899108886719|-0.2730681896209717,0,-0.9619947075843811|1.558565898562847e-08,1,-4.42408643053227e-09|Running
-479.83233642578125,678.5587158203125,-411.1605529785156|-0.2698325216770172,0,-0.9629072546958923|6.583143474792053e-10,1.0000001192092896,-1.8447739169591415e-10|Running
-479.9510803222656,678.6748046875,-411.6332092285156|-0.2655671536922455,0,-0.9640924334526062|-1.737851818006675e-08,1.0000001192092896,4.7870551966866515e-09|Running
-480.0694885253906,678.7714233398438,-412.11517333984375|-0.26101741194725037,0,-0.9653341174125671|-2.2253855647136334e-08,1.0000001192092896,6.017236486854927e-09|Running
-480.207275390625,678.8466186523438,-412.6985778808594|-0.25482377409935,0,-0.9669876098632812|-2.5786610180489333e-08,1,6.795372708978675e-09|Running
-480.3176574707031,678.8692016601562,-413.18548583984375|-0.24917925894260406,0,-0.9684574007987976|-1.8832871262475237e-08,1,4.845603918113284e-09|Running
-480.42486572265625,678.827880859375,-413.6711730957031|-0.2434689998626709,0,-0.9699087142944336|-1.9621174018880083e-08,1.0000001192092896,4.925358343399466e-09|Running
-480.5274963378906,678.750244140625,-414.1578369140625|-0.2372758388519287,0,-0.9714424014091492|-2.844776680888117e-08,1.0000001192092896,6.94839741299802e-09|Running
-480.64495849609375,678.6911010742188,-414.7432861328125|-0.22918561100959778,0,-0.9733827710151672|-2.428358314432444e-08,1,5.717635254143261e-09|Running
-480.7386474609375,678.6821899414062,-415.23388671875|-0.22213946282863617,0,-0.9750149250030518|-2.4421636268812108e-08,1,5.5640265728129634e-09|Running
-480.82568359375,678.6763916015625,-415.7252197265625|-0.21423475444316864,0,-0.9767823219299316|-2.455100123199827e-08,1.0000001192092896,5.38469802080499e-09|Running
-480.9054260253906,678.6648559570312,-416.2181701660156|-0.20519833266735077,0,-0.9787203669548035|-2.6739773062445238e-08,1,5.6062559039560256e-09|Running
-480.9739074707031,678.6259765625,-416.7118225097656|-0.19414973258972168,0,-0.9809718728065491|-2.8243025695928736e-08,1,5.5897380057956525e-09|Running
-481.0311279296875,678.5335693359375,-417.2015075683594|-0.18124553561210632,0,-0.9834378361701965|-2.899558282365433e-08,1,5.34382538219802e-09|Running
-481.0791015625,678.310302734375,-417.7800598144531|-0.1619241088628769,0,-0.9868032336235046|-3.2738821431621545e-08,1,5.372099209921544e-09|Running
-481.1001281738281,678.1724853515625,-418.2633972167969|-0.14245520532131195,0,-0.9898012280464172|-3.4141130811349285e-08,1.0000001192092896,4.913695672570384e-09|Running
-481.106201171875,678.0496826171875,-418.7480163574219|-0.12081895023584366,0,-0.9926745891571045|-3.316251806495529e-08,1,4.0362277964334226e-09|Running
-481.1028137207031,677.92919921875,-419.2332763671875|-0.09911998361349106,0,-0.995075523853302|-3.401147807835514e-08,1.0000001192092896,3.3879006267056866e-09|Running
-481.094482421875,677.7965698242188,-419.8158264160156|-0.07565329223871231,0,-0.9971342086791992|-2.9962485825762997e-08,1.0000001192092896,2.2732755677878913e-09|Running
-481.0865478515625,677.7137451171875,-420.2042541503906|-0.06201159954071045,0,-0.9980754852294922|-3.0824558905351296e-08,1.0000001192092896,1.9151660257676895e-09|Running
-481.0718078613281,677.5579223632812,-420.7870178222656|-0.043976232409477234,0,-0.9990326166152954|-3.096014467018904e-08,1.0000001192092896,1.362828849771347e-09|Running
-481.0610656738281,677.46337890625,-421.1755065917969|-0.033722296357154846,0,-0.9994312524795532|-2.983534486133976e-08,1,1.0066888433968302e-09|Running
-481.0501403808594,677.368896484375,-421.56402587890625|-0.024993717670440674,0,-0.999687671661377|-2.9498991693799326e-08,1.0000001192092896,7.375198229908619e-10|Running
-481.03656005859375,677.2507934570312,-422.0497741699219|-0.015747040510177612,0,-0.9998760223388672|-3.1633792474394795e-08,1,4.982003698472681e-10|Running
-481.0230407714844,677.1326904296875,-422.5354919433594|-0.008026110008358955,0,-0.9999678134918213|-2.602990711864095e-08,1,2.0892562679897253e-10|Running
-481.0120849609375,677.068115234375,-422.9275817871094|-0.00289915781468153,0,-0.9999958276748657|-3.0005438134139695e-08,1.0000001192092896,8.699085896068937e-11|Running
-480.99578857421875,676.9952392578125,-423.5209045410156|0.0034789827186614275,0,-0.9999939203262329|-2.1439801045630702e-08,1.0000001192092896,-7.458914735858357e-11|Running
-480.9820861816406,676.9871215820312,-424.0196533203125|0.0077514685690402985,0,-0.9999699592590332|-1.6508661104808198e-08,1,-1.2797020387811386e-10|Running
-480.9683837890625,676.9928588867188,-424.51934814453125|0.011260959319770336,0,-0.999936580657959|-1.5125852570463394e-08,1,-1.7034240684665747e-10|Running
-480.95465087890625,676.9965209960938,-425.01910400390625|0.014129522256553173,0,-0.999900221824646|-1.6089217069747974e-08,1.0000001192092896,-2.273556343190819e-10|Running
-480.9436950683594,676.9981079101562,-425.41888427734375|0.01602162979543209,0,-0.9998717308044434|-1.801806526202654e-08,1.0000001192092896,-2.8871580126654806e-10|Running
-480.9327087402344,676.9989624023438,-425.8186950683594|0.01763910800218582,0,-0.9998444318771362|-2.0652294097089907e-08,1,-3.643447210599504e-10|Running
-480.9217224121094,676.9994506835938,-426.2184753417969|0.019043002277612686,0,-0.9998186826705933|-2.379505659177994e-08,1.0000001192092896,-4.532114961097733e-10|Running
-480.90802001953125,676.999755859375,-426.71826171875|0.02050788141787052,0,-0.9997897148132324|-2.823860612011231e-08,1.0000001192092896,-5.792358259704145e-10|Running
-480.89215087890625,676.9998168945312,-427.218017578125|0.022308245301246643,0,-0.9997512102127075|-3.3203502169953936e-08,1.0000001192092896,-7.40896233253352e-10|Running
-480.87921142578125,676.9998168945312,-427.6177978515625|0.023712005466222763,0,-0.9997189044952393|-2.8131491802696473e-08,1.0000001192092896,-6.672416508202161e-10|Running
-480.8630676269531,676.9998168945312,-428.1175231933594|0.02520720474421978,0,-0.9996823072433472|-1.048571185435776e-08,1.0000001192092896,-2.6439947453660295e-10|Running
-480.8468933105469,676.9998168945312,-428.6172790527344|0.026458358392119408,0,-0.9996498823165894|6.59931620461407e-09,1,1.746682382064435e-10|Running
-480.8307189941406,676.9998168945312,-429.11700439453125|0.027465518563985825,0,-0.9996228218078613|2.329388593125259e-08,1.0000001192092896,6.400200369682807e-10|Running
-480.8113098144531,676.9998168945312,-429.7166748046875|0.028472652658820152,0,-0.9995945692062378|2.296772905197031e-08,1,6.542174024737335e-10|Running
-480.7983703613281,676.9998168945312,-430.116455078125|0.029022393748164177,0,-0.9995788335800171|1.599374144234389e-08,1.0000001192092896,4.643722628649982e-10|Running
-480.7821960449219,676.9998168945312,-430.6161804199219|0.029601726680994034,0,-0.9995617866516113|7.233804222295248e-09,1,2.1422696949713327e-10|Running
-480.7653503417969,676.9998168945312,-431.11590576171875|0.030273418873548508,0,-0.9995416402816772|-1.58103996561465e-09,1,-4.7885431730954053e-11|Running
-480.7462463378906,676.9998168945312,-431.61553955078125|0.031524382531642914,0,-0.9995030164718628|-1.0560297525330498e-08,1,-3.3307240299151886e-10|Running
-480.734619140625,676.9998168945312,-431.915283203125|0.032287511974573135,0,-0.9994785785675049|-1.6104696243246508e-08,1,-5.202518416069779e-10|Running
-480.71441650390625,676.9998168945312,-432.41485595703125|0.0336308479309082,0,-0.9994343519210815|-2.5601643471873103e-08,1,-8.614922664129665e-10|Running
-480.6919860839844,676.9998168945312,-432.914306640625|0.035461846739053726,0,-0.9993710517883301|-3.060718611891389e-08,1.0000001192092896,-1.0860704557913436e-09|Running
-480.65386962890625,676.9998168945312,-433.71337890625|0.03869682922959328,0,-0.9992510080337524|-8.991131394964214e-09,1,-3.481890609169369e-10|Running
-480.6294250488281,676.9998168945312,-434.21282958984375|0.04052744433283806,0,-0.9991785287857056|3.2023241836043326e-09,1.0000001192092896,1.2988871089802956e-10|Running
-480.60186767578125,676.9998168945312,-434.71209716796875|0.04284656047821045,0,-0.9990817308425903|1.431766882831198e-08,1.0000001192092896,6.140267183596393e-10|Running
-480.577880859375,676.9998168945312,-435.1114196777344|0.0451045036315918,0,-0.998982310295105|2.1998447508053687e-08,1,9.93239823721126e-10|Running
-480.5527648925781,676.9998168945312,-435.5105895996094|0.04748540744185448,0,-0.9988720417022705|2.8353586145613008e-08,1.0000001192092896,1.3479019012052618e-09|Running
-480.5274963378906,676.9998168945312,-435.9097900390625|0.04968191310763359,0,-0.9987651109695435|3.346422161598639e-08,1.0000001192092896,1.6646221068228328e-09|Running
-480.4931945800781,676.9998168945312,-436.4085998535156|0.0527958944439888,0,-0.9986053705215454|3.8021717330138927e-08,1.0000001192092896,2.0101940112482453e-09|Running
-480.46551513671875,676.9998168945312,-436.80767822265625|0.055115073919296265,0,-0.9984800815582275|2.0451784266128925e-08,1.0000001192092896,1.1289175150253072e-09|Running
-480.43780517578125,676.9998168945312,-437.20672607421875|0.05712975189089775,0,-0.9983668327331543|2.0142811862911003e-09,1.0000001192092896,1.1526363197233991e-10|Running
-480.41009521484375,676.9998168945312,-437.6058044433594|0.05886871740221977,0,-0.9982657432556152|-1.7045596933940033e-08,1,-1.0051957044510118e-09|Running
-480.3824157714844,676.9998168945312,-438.0048522949219|0.060333821922540665,0,-0.9981783628463745|-2.250556718763619e-08,1.0000001192092896,-1.3603248527616074e-09|Running
-480.3477783203125,676.9998168945312,-438.503662109375|0.061920393258333206,0,-0.9980810880661011|-2.406514276742655e-08,1,-1.492987955487024e-09|Running
-480.3131408691406,676.9998168945312,-439.00250244140625|0.06323324143886566,0,-0.997998833656311|-2.611757032866535e-08,1.0000001192092896,-1.6548101777758006e-09|Running
-480.2715759277344,676.9998168945312,-439.60107421875|0.06454403698444366,0,-0.9979149103164673|-2.901392015530746e-08,1.0000001192092896,-1.8765884401972244e-09|Running
-480.2438659667969,676.9998168945312,-440.0001220703125|0.06524693220853806,0,-0.9978691339492798|-3.1132181277371274e-08,1.0000001192092896,-2.0356170082891367e-09|Running
-480.2161865234375,676.9998168945312,-440.399169921875|0.06582627445459366,0,-0.9978311061859131|-3.3350794126363326e-08,1,-2.200130522211907e-09|Running
-480.1815490722656,676.9998168945312,-440.8979797363281|0.06643597036600113,0,-0.9977906942367554|-3.622120559043651e-08,1,-2.4117192687356237e-09|Running
-480.1538391113281,676.9998168945312,-441.2970275878906|0.06686334311962128,0,-0.9977622032165527|-2.8988146993924602e-08,1.0000001192092896,-1.942591421055795e-09|Running
-480.12841796875,676.9998168945312,-441.6961975097656|0.06658990681171417,0,-0.997780442237854|-1.2273435601173333e-08,1,-8.191050060446514e-10|Running
-480.1033935546875,676.9998168945312,-442.0953674316406|0.06607136875391006,0,-0.9978150129318237|4.399106856567414e-09,1.0000001192092896,2.912914909281028e-10|Running
-480.078369140625,676.9998168945312,-442.4945373535156|0.06561357527971268,0,-0.9978451728820801|2.103451102186682e-08,1.0000001192092896,1.3831298328881303e-09|Running
-480.0478820800781,676.9998168945312,-442.99365234375|0.06484990566968918,0,-0.9978951215744019|2.2616054806690045e-08,1.0000001192092896,1.4697426609089348e-09|Running
-480.02032470703125,676.9998168945312,-443.492919921875|0.06335482746362686,0,-0.9979910850524902|1.9157905484235016e-08,1,1.2161890383666218e-09|Running
-479.9933166503906,676.9998168945312,-443.9921569824219|0.06173798814415932,0,-0.9980924129486084|1.510184333142206e-08,1,9.341394324735575e-10|Running
-479.9723815917969,676.9998168945312,-444.3915710449219|0.06045544520020485,0,-0.9981709718704224|1.1421010803758236e-08,1.0000001192092896,6.917274530948703e-10|Running
-479.9471435546875,676.9998168945312,-444.8909912109375|0.05877747759222984,0,-0.998271107673645|6.238491057075635e-09,1,3.6731781505316974e-10|Running
-479.9277038574219,676.9998168945312,-445.2904968261719|0.05740350857377052,0,-0.9983510971069336|1.5864642932683637e-09,1.0000001192092896,9.121902538877791e-11|Running
-479.90899658203125,676.9998168945312,-445.6900329589844|0.05596861615777016,0,-0.9984325170516968|-3.544316395931446e-09,1.0000001192092896,-1.986819181398758e-10|Running
-479.8904113769531,676.9998168945312,-446.0895690917969|0.054657015949487686,0,-0.9985052347183228|-9.141433388037967e-09,1.0000001192092896,-5.003914504975171e-10|Running
-479.8679504394531,676.9998168945312,-446.5890808105469|0.05300891771912575,0,-0.9985940456390381|-1.672860250323538e-08,1,-8.880136070921196e-10|Running
